a,b,c,d,e,f
3,22,30,32,34,40
16,29,37,38,41,42
8,11,21,29,30,32
7,23,26,29,33,38
5,7,14,26,36,37
3,7,9,17,24,35
9,15,19,28,32,40
6,10,13,19,28,42
10,16,22,23,29,33
12,13,26,28,31,41
15,18,20,24,31,37
6,21,24,35,36,42
5,7,15,20,35,38
2,6,15,32,35,41
2,14,16,19,32,38
5,11,22,24,34,42
4,9,12,17,31,40
1,12,16,18,31,40
14,17,29,30,34,41
2,3,21,28,30,35
21,28,29,30,34,42
2,6,9,27,37,42
8,10,14,22,32,42
3,5,9,19,28,32
2,11,23,30,34,36
1,15,23,24,29,42
5,14,15,22,23,34
3,5,25,28,29,32
4,10,11,18,30,33
16,18,21,31,35,42
8,11,16,18,23,34
6,9,13,15,22,23
20,25,27,28,33,42
1,12,18,21,24,39
7,10,29,30,32,42
9,18,19,32,33,35
1,9,11,17,22,33
14,22,27,39,41,42
5,9,26,29,41,42
6,30,33,36,37,39
1,7,21,31,33,40
3,4,7,19,35,38
14,22,33,37,38,40
2,4,19,20,29,33
8,12,23,25,31,36
1,5,9,25,30,37
9,10,17,29,30,40
4,14,25,32,36,40
13,14,16,19,35,41
2,23,24,29,39,41
13,19,22,24,33,34
1,3,12,27,32,35
2,9,23,27,32,39
1,20,23,30,39,41
3,17,18,21,28,29
4,15,24,25,34,41
2,8,9,21,26,29
5,9,15,24,36,40
9,10,24,29,35,41
12,19,21,22,34,36
9,15,25,34,35,36
3,6,21,33,34,35
4,7,11,14,15,22
2,4,5,12,16,23
8,25,27,29,40,41
14,22,24,26,27,31
5,10,21,23,26,31
6,7,11,14,26,38
6,9,13,15,25,34
9,13,19,20,32,41
9,16,17,24,28,39
3,14,20,21,27,42
15,22,24,26,29,35
21,28,29,32,37,42
4,7,19,22,36,37
8,15,18,19,27,35
8,11,14,15,20,40
14,24,27,28,29,33
6,8,11,16,21,40
5,7,9,25,26,29
1,10,17,27,29,38
4,5,9,20,29,30
1,21,26,29,31,32
7,17,20,28,36,42
1,9,11,15,19,37
1,7,16,17,18,40
3,10,29,33,36,39
5,12,13,18,27,40
5,11,16,29,32,34
7,17,32,39,40,41
1,7,13,17,21,38
2,18,28,34,36,40
5,17,28,33,35,42
4,8,21,33,36,41
3,14,16,27,41,42
4,8,9,11,22,41
5,10,19,20,27,35
7,9,13,14,23,40
4,14,19,25,40,42
4,12,20,22,31,35
8,17,19,22,26,27
6,12,15,19,26,32
2,21,22,30,33,34
2,6,14,21,23,28
2,4,12,18,25,27
1,3,29,33,38,40
14,23,29,33,39,40
11,15,18,25,36,38
9,11,12,18,24,42
1,7,9,30,32,39
14,18,22,31,32,41
7,8,16,20,23,28
4,8,14,21,31,32
3,9,24,25,29,31
1,5,7,10,34,40
3,11,15,18,28,29
4,5,7,18,28,42
9,10,11,14,16,22
2,17,22,27,37,41
5,6,7,10,22,33
11,25,26,29,38,41
10,18,19,29,35,41
9,14,22,23,24,31
3,5,19,22,34,37
12,14,17,24,31,37
5,7,12,22,33,40
2,5,8,10,20,36
5,8,22,25,31,33
5,23,27,31,32,42
1,6,8,23,26,33
10,11,12,17,32,37
7,12,23,30,31,42
1,17,18,19,33,41
8,16,20,22,24,41
6,16,20,21,36,37
2,8,16,24,31,42
3,10,24,25,31,42
10,15,16,21,34,39
10,12,23,26,39,41
2,4,9,17,18,39
13,17,19,20,23,34
9,12,16,23,24,37
8,9,16,35,37,38
2,24,31,32,34,35
8,14,19,25,26,34
6,8,11,12,15,38
8,9,15,26,31,34
2,17,26,31,34,40
2,3,4,6,19,40
4,6,7,11,18,24
11,16,26,27,33,39
4,6,11,26,32,39
2,3,28,32,35,42
2,5,6,22,28,41
6,7,9,10,25,33
1,5,11,19,28,30
12,13,16,17,22,35
7,15,18,32,34,40
5,6,10,11,13,17
2,9,27,35,37,38
1,21,24,25,36,40
5,12,16,24,32,42
2,9,20,33,40,41
4,9,16,19,34,37
4,13,17,31,34,39
2,8,9,13,16,27
13,14,15,21,33,38
18,20,27,34,35,42
1,7,8,20,25,29
5,18,20,22,28,40
5,23,32,36,37,40
17,18,25,28,31,38
21,26,29,30,34,39
5,16,18,26,27,37
11,12,29,33,36,42
1,9,22,27,30,41
1,2,5,19,21,34
2,3,10,30,33,39
10,14,15,16,23,40
6,21,26,30,33,40
18,24,30,31,35,36
8,10,16,26,33,41
13,14,17,33,36,41
9,19,24,25,29,32
8,32,33,38,41,42
15,28,29,35,38,40
2,6,10,19,24,35
5,16,18,19,20,39
6,19,20,22,33,35
21,24,29,38,39,40
4,8,9,17,19,32
3,12,18,22,30,42
5,13,23,24,34,41
8,15,18,20,31,36
3,9,12,32,38,41
7,9,20,22,23,33
3,10,23,38,40,41
10,11,13,17,21,34
5,7,15,23,24,34
2,4,5,19,29,32
4,5,9,13,27,33
8,15,32,35,37,39
2,11,21,29,32,38
12,13,18,23,28,36
3,24,29,32,34,41
2,9,16,30,38,41
3,4,8,22,33,36
1,4,11,14,31,36
19,23,27,29,34,38
5,9,12,18,22,24
2,11,24,26,35,37
4,12,13,17,21,38
5,8,15,17,41,42
5,8,10,13,29,32
1,8,10,17,30,34
1,3,4,16,35,38
17,18,20,34,37,41
18,25,30,34,38,41
2,12,13,32,35,41
19,23,25,28,30,35
15,21,26,29,38,41
2,7,17,23,25,38
3,7,11,13,35,38
13,16,27,29,30,42
10,13,23,27,34,42
5,6,22,24,32,36
5,13,14,16,29,31
13,21,25,29,30,32
1,11,21,22,26,32
12,22,24,28,35,39
4,11,15,30,39,42
7,8,14,16,21,34
1,3,18,26,36,40
3,6,7,12,29,41
2,5,8,20,33,34
6,11,16,26,27,32
9,12,18,21,22,30
3,8,11,12,22,23
1,14,26,29,31,36
4,5,7,21,32,40
2,3,7,16,35,39
3,9,11,16,27,35
4,7,8,21,26,29
5,16,20,21,24,32
2,18,30,31,34,39
8,20,21,24,28,29
4,9,19,32,36,42
25,28,33,35,41,42
5,8,9,12,21,32
13,14,16,31,32,38
12,16,20,21,35,41
3,7,14,25,33,34
6,11,14,15,30,34
1,4,6,18,27,41
5,6,7,9,10,15
1,5,11,28,30,37
4,11,17,19,20,31
6,11,18,33,40,41
7,9,15,22,29,40
9,18,32,33,35,36
1,11,13,20,38,40
18,19,20,27,31,38
3,4,21,25,32,42
4,15,19,30,35,38
5,18,33,35,36,38
7,18,26,33,35,40
2,3,13,31,35,39
5,10,12,15,25,35
3,14,17,22,29,40
10,17,19,20,22,35
3,22,23,35,36,37
4,7,22,24,30,37
9,12,15,16,21,26
2,3,19,22,31,42
7,11,15,25,38,39
2,10,15,16,21,25
5,10,17,19,21,41
4,14,19,21,30,33
8,11,25,26,28,40
9,14,15,17,24,38
2,6,18,21,27,39
4,13,17,22,33,35
4,6,9,13,19,21
2,9,26,31,35,36
1,13,17,25,36,40
12,14,28,32,38,40
17,24,29,30,31,37
7,27,33,36,39,42
2,13,21,23,29,32
3,7,12,13,16,32
1,2,18,19,38,40
8,9,13,25,27,39
6,13,15,16,32,39
9,13,19,25,31,34
2,9,14,22,32,34
1,4,29,30,37,41
11,12,13,28,29,32
22,25,27,28,30,37
7,19,20,25,39,42
15,17,18,29,34,41
1,3,21,28,30,34
13,19,24,33,37,42
4,13,28,33,39,42
3,9,11,22,31,41
4,5,7,15,24,42
2,4,23,26,37,40
6,12,16,18,20,40
1,11,21,25,39,41
2,4,20,24,29,41
3,6,12,30,33,39
4,18,28,37,39,40
10,18,33,34,41,42
2,6,16,28,33,38
3,7,8,26,27,31
7,15,21,22,25,30
1,9,15,25,30,39
11,16,22,27,31,41
6,8,13,15,30,37
4,6,7,10,27,36
1,14,15,16,27,37
3,21,22,31,33,38
11,18,24,27,33,41
6,10,34,39,41,42
4,5,6,10,18,22
14,15,18,21,28,40
3,9,15,19,35,42
12,19,20,24,29,34
6,14,15,18,22,32
6,10,22,25,29,39
1,14,16,34,38,41
1,7,11,18,22,36
1,11,35,36,40,42
1,10,11,29,31,32
2,11,24,30,37,39
6,14,15,16,20,36
2,15,20,27,37,38
4,7,19,24,29,37
1,2,28,33,39,41
11,26,31,38,39,40
3,10,14,21,39,42
4,20,25,27,28,40
10,14,15,26,32,37
4,5,9,15,32,40
3,9,18,22,30,40
2,18,21,25,28,39
1,18,22,24,36,37
3,7,10,17,35,42
4,6,15,20,21,23
3,5,6,25,34,40
3,8,12,13,33,38
21,24,29,34,35,39
6,8,15,19,24,28
7,10,12,21,30,41
2,16,18,23,35,40
4,15,20,28,30,40
3,16,20,26,31,37
5,23,28,34,36,41
3,5,18,26,27,32
7,22,30,34,40,42
5,11,15,37,40,41
1,9,14,25,29,41
17,20,29,33,37,42
13,20,25,29,35,41
1,16,21,26,30,41
7,25,31,33,35,41
7,8,14,21,32,37
9,14,15,16,22,23
5,8,22,24,26,39
1,7,20,22,33,35
10,14,16,22,23,38
8,12,23,30,35,36
1,3,8,12,15,34
6,9,27,28,33,35
6,11,13,19,31,34
4,25,28,30,34,42
5,11,15,18,28,30
1,2,27,29,32,42
4,16,30,33,34,41
20,22,30,33,34,35
7,15,28,31,33,38
5,21,22,24,26,37
12,17,33,35,37,39
7,19,23,26,33,36
1,2,9,17,29,41
12,17,24,27,36,37
13,17,21,25,35,37
7,9,16,19,23,28
17,21,27,30,33,39
20,22,25,27,36,37
1,7,15,37,39,40
1,2,12,17,20,34
5,6,24,26,27,31
1,3,30,32,33,35
5,17,19,22,25,30
20,24,27,30,35,38
1,4,5,13,27,28
5,23,25,27,29,33
1,5,19,30,36,40
11,18,27,36,39,40
3,4,15,22,31,35
2,5,11,14,20,33
7,10,17,18,22,23
1,2,10,21,24,29
1,2,10,33,40,42
7,10,24,25,30,38
4,9,22,25,27,34
13,17,33,38,40,42
16,18,22,32,38,39
3,4,26,29,31,36
14,18,20,38,41,42
4,11,23,29,34,40
3,4,7,31,32,40
10,18,25,27,31,37
4,11,13,27,30,32
13,19,20,23,28,36
1,7,8,16,24,31
9,12,13,14,16,20
1,6,18,24,30,41
1,9,19,21,32,38
18,23,25,35,36,38
4,6,7,9,25,38
9,10,12,21,33,42
12,15,16,27,29,40
9,12,19,29,32,33
10,24,27,34,39,42
3,6,12,16,17,22
12,14,15,29,34,39
22,25,28,34,37,39
14,17,18,20,27,31
15,16,24,25,39,42
1,7,10,22,25,33
2,10,15,30,31,33
1,4,7,14,29,33
1,6,7,31,34,35
4,5,8,19,32,35
8,9,25,30,32,35
1,3,24,26,31,32
6,14,26,29,30,40
5,12,15,17,31,37
3,16,17,18,23,26
14,22,23,27,37,39
4,6,10,33,35,39
16,19,21,25,28,35
5,16,27,33,35,39
3,7,12,29,33,35
2,20,21,27,34,35
7,14,15,27,28,35
3,9,21,24,28,33
1,10,20,26,33,42
16,19,26,29,38,42
1,5,16,18,25,38
4,12,24,27,40,42
3,15,17,19,28,37
1,5,8,24,26,39
3,4,5,14,19,39
2,11,21,25,29,40
6,10,15,16,32,33
5,6,15,32,34,41
6,19,25,32,34,42
4,13,16,28,32,34
10,14,15,22,29,34
2,4,5,10,20,21
11,19,24,32,37,39
2,10,16,22,31,39
2,6,15,18,30,42
1,4,18,24,28,38
7,12,17,36,38,40
6,9,30,36,37,41
14,26,29,31,35,39
2,7,9,28,40,41
10,17,18,26,34,37
13,16,26,27,30,41
13,21,25,27,32,36
2,13,19,24,32,33
13,26,29,31,32,40
15,19,31,32,36,38
20,22,24,28,32,41
3,6,13,27,29,39
19,22,26,29,32,35
7,13,25,27,30,33
2,9,12,21,25,28
7,11,24,26,30,34
4,14,16,28,33,37
1,5,23,30,35,38
4,5,6,18,29,30
15,16,21,27,37,41
1,5,8,10,27,29
9,21,29,31,36,41
7,25,28,30,36,42
9,17,28,29,31,39
7,17,20,37,40,42
10,13,17,35,40,42
1,3,7,24,31,37
2,12,14,25,29,35
5,8,17,21,24,34
8,16,20,22,26,36
2,12,23,24,26,37
2,18,24,25,26,39
1,11,14,21,22,30
8,12,24,34,38,41
8,10,21,29,35,36
16,18,19,33,35,38
4,32,35,38,39,41
5,9,15,17,21,36
12,20,27,31,38,39
5,11,22,32,34,42
8,10,27,28,32,38
5,14,24,32,36,37
8,10,20,23,26,41
8,16,22,23,26,41
6,20,21,32,38,41
1,12,15,26,33,36
1,17,21,26,33,42
12,15,21,25,32,34
4,19,25,26,27,34
14,15,16,19,26,29
1,10,16,19,20,25
14,18,19,24,37,39
2,16,23,24,33,42
5,10,25,26,30,41
1,8,15,20,21,32
2,4,7,24,27,40
15,17,20,22,29,35
2,5,9,15,35,36
1,4,11,31,39,40
3,16,21,34,38,40
1,7,23,26,28,32
4,6,14,15,35,39
12,18,19,31,36,37
11,12,23,27,36,40
2,10,20,25,36,39
7,12,19,26,32,33
12,23,24,31,32,35
11,27,36,38,39,41
13,19,20,22,31,41
3,11,24,26,31,41
4,6,9,20,30,37
5,11,14,24,26,30
14,15,20,38,40,41
1,6,9,12,16,20
2,4,9,10,28,34
9,12,17,33,38,41
1,18,24,34,36,42
5,8,29,31,36,37
7,8,16,26,31,41
2,7,10,22,33,39
3,5,22,30,36,39
3,14,15,19,29,33
12,22,25,34,37,41
6,8,9,23,37,40
12,17,27,28,33,36
3,17,21,27,39,41
9,10,13,16,17,21
1,3,11,15,16,29
10,20,21,22,26,28
7,11,16,18,37,41
6,10,16,23,39,42
20,23,26,33,35,37
2,9,15,17,26,30
2,4,10,15,22,37
11,12,20,26,32,35
1,14,15,23,35,40
17,21,24,37,39,40
2,4,10,15,35,42
1,19,24,25,40,42
5,9,15,25,32,37
7,10,17,18,24,31
13,15,24,27,33,40
6,10,25,26,29,30
2,5,17,33,36,37
6,9,19,28,33,35
3,10,17,27,38,42
13,21,23,29,34,36
3,8,10,19,32,41
6,12,15,30,36,41
2,3,4,6,24,33
9,14,19,25,33,36
13,23,27,28,30,39
7,11,20,27,36,40
9,24,26,29,39,41
3,13,16,28,36,39
5,22,27,28,30,34
1,19,22,31,36,42
1,8,29,33,34,36
4,10,14,27,37,42
4,9,24,33,34,40
7,8,12,14,26,39
4,8,23,31,38,41
7,8,11,25,27,37
1,2,16,17,22,26
2,14,17,27,28,32
3,8,13,21,23,40
6,15,20,27,28,41
13,15,35,36,38,40
1,2,16,24,31,39
2,15,25,27,33,37
2,3,4,5,25,35
15,16,17,24,28,42
3,14,27,32,38,41
5,14,19,25,29,38
14,17,19,22,29,37
10,19,21,23,36,41
1,2,15,26,29,42
3,23,34,37,39,40
9,12,15,21,28,41
4,10,29,31,40,41
1,19,21,25,27,42
7,19,22,24,25,32
10,12,13,14,23,28
26,30,34,36,37,41
7,22,26,29,33,37
2,15,18,22,27,40
4,16,20,27,35,40
3,5,7,15,27,31
7,9,12,37,41,42
3,15,21,22,25,29
3,10,12,13,19,27
2,7,9,17,24,25
18,27,28,29,36,40
2,13,16,20,31,37
1,8,15,26,32,37
3,12,16,17,31,36
7,12,16,28,29,42
3,5,7,8,12,30
4,15,23,27,34,35
7,10,14,18,26,34
1,7,8,20,29,31
12,24,31,33,34,42
2,6,8,9,15,23
11,12,17,18,23,37
3,6,11,20,25,34
7,11,15,25,35,36
9,10,11,33,38,40
3,10,12,23,29,31
2,15,21,39,40,41
2,6,10,25,36,40
5,21,34,38,39,42
5,25,27,28,30,40
1,8,17,25,41,42
2,6,10,32,37,38
2,14,19,22,34,42
17,20,21,28,32,34
2,16,17,26,37,40
3,15,17,27,31,38
11,17,21,28,38,39
5,16,19,32,34,40
23,24,28,30,34,35
2,11,12,15,38,39
2,13,15,25,35,38
8,10,13,18,31,39
16,22,26,27,30,40
17,19,21,32,33,39
3,9,27,30,32,36
3,17,18,25,26,40
1,4,11,19,26,31
13,14,16,19,32,39
2,24,30,31,39,40
16,17,30,32,34,37
13,18,20,21,27,31
12,14,18,31,38,40
10,12,20,23,36,38
1,3,9,14,23,32
5,14,24,26,37,42
1,5,10,19,31,39
3,10,19,33,35,37
6,12,20,21,28,37
5,6,17,21,24,26
4,6,9,13,15,42
8,10,11,18,20,38
2,4,26,30,33,37
3,7,15,28,31,41
1,7,12,18,21,33
13,22,29,32,35,40
8,13,25,27,33,37
3,11,15,16,24,41
13,15,20,29,33,38
4,7,13,16,30,33
1,10,12,21,29,41
1,14,19,20,27,28
3,13,16,17,24,37
4,7,14,19,31,41
10,11,13,24,30,37
5,6,12,18,31,39
19,21,24,29,30,41
6,7,13,15,36,41
6,7,10,30,31,35
7,8,12,33,41,42
8,9,15,18,27,39
1,16,21,32,36,39
1,6,9,11,29,41
5,13,19,27,30,31
9,13,20,23,26,28
7,17,22,25,31,34
8,9,10,11,22,34
5,6,7,13,22,32
2,15,38,39,40,42
4,9,23,26,31,39
2,4,19,30,31,36
26,29,35,36,37,40
7,8,12,19,34,35
1,4,8,17,18,36
10,16,17,18,24,27
8,9,27,33,37,38
6,8,23,29,32,42
5,6,9,10,36,42
4,7,10,12,38,39
1,11,30,32,34,41
2,4,8,22,26,36
12,17,26,31,35,41
1,4,11,22,25,40
3,10,15,25,33,38
1,20,25,27,35,41
3,10,33,35,37,39
8,13,20,32,37,40
15,16,17,25,35,40
1,17,21,38,39,41
3,12,15,16,23,36
6,8,10,15,41,42
4,17,19,20,33,42
3,4,12,20,22,34
5,8,11,34,38,42
11,21,22,33,34,37
8,9,14,20,25,30
9,11,17,24,31,33
2,5,6,36,37,40
6,11,21,25,31,41
5,6,10,24,34,41
3,6,11,15,17,34
16,24,29,30,33,40
6,9,11,22,24,40
1,9,17,27,38,41
1,5,22,29,33,40
4,13,16,19,25,32
4,6,16,34,38,40
1,14,21,23,32,36
17,23,28,33,36,42
8,10,11,13,35,36
2,4,15,18,31,42
6,9,18,25,29,37
15,19,20,29,34,40
7,10,28,30,32,35
7,18,19,25,30,38
8,9,17,23,27,35
2,7,19,27,29,37
2,5,6,28,32,42
4,12,27,33,36,38
5,6,9,29,37,42
7,20,25,26,36,42
13,23,26,35,39,40
3,16,19,28,36,41
2,18,19,21,25,35
7,8,10,24,29,36
3,18,20,21,30,39
3,10,16,24,29,35
4,6,9,12,26,38
8,15,18,28,33,40
16,31,34,35,37,42
10,14,15,22,30,32
9,12,19,27,28,31
7,17,19,21,22,28
3,15,17,28,37,41
7,10,11,21,28,40
4,8,12,16,34,39
3,9,24,32,35,36
3,8,10,12,18,32
6,12,13,26,29,42
3,4,20,23,30,35
2,10,18,33,38,40
2,3,11,17,30,36
1,3,6,8,13,15
5,8,14,17,22,23
6,13,15,17,32,38
4,7,27,28,29,37
2,18,19,20,21,25
8,12,26,29,38,40
2,10,15,18,28,41
6,12,16,17,26,30
8,10,23,36,37,42
2,4,11,13,17,24
13,15,27,28,32,36
11,19,20,29,33,39
19,27,31,33,35,39
2,3,20,26,39,40
5,14,19,31,34,42
7,16,29,32,39,41
4,14,16,26,34,35
2,6,7,31,40,42
7,12,17,35,36,40
9,17,27,31,39,42
8,23,30,37,39,42
3,9,16,17,18,32
2,3,6,31,37,42
4,5,14,22,37,38
7,13,18,29,35,37
8,15,16,23,36,40
2,8,17,19,26,34
2,13,24,31,34,38
3,4,20,34,35,40
5,6,8,11,20,21
1,3,12,21,23,25
6,15,18,25,35,41
13,25,28,30,35,37
7,8,11,14,34,38
5,19,20,24,27,28
7,11,24,27,39,40
14,23,24,30,36,38
2,8,15,27,31,35
8,15,21,23,29,42
2,3,4,19,34,42
1,5,10,18,34,38
13,33,34,38,40,42
8,16,18,25,31,41
19,23,24,25,40,42
12,13,16,20,22,27
2,3,4,14,17,32
10,12,15,19,36,37
5,25,26,27,30,42
25,30,32,35,39,41
8,11,19,25,34,38
3,12,20,22,24,25
6,10,15,26,28,34
12,16,28,31,33,35
2,14,15,20,23,32
2,3,19,21,27,37
1,7,19,25,28,32
4,7,8,29,31,41
7,13,14,22,25,27
1,9,12,19,23,25
2,10,13,19,26,31
2,16,24,31,36,38
2,3,5,8,14,17
3,5,30,32,40,41
19,23,25,31,34,42
10,18,24,30,35,36
2,5,14,17,38,41
7,11,20,23,32,37
18,27,30,34,36,39
8,15,24,27,29,41
13,14,15,17,23,28
5,7,16,29,36,38
4,22,26,30,34,37
4,5,8,28,39,40
13,27,29,32,35,42
6,13,16,19,23,32
3,8,14,38,39,41
13,20,26,39,40,41
12,18,20,21,26,30
4,8,13,16,29,36
10,16,28,30,31,35
6,10,11,28,34,42
9,17,18,26,35,38
11,28,29,32,37,40
6,10,14,31,40,41
3,4,21,27,29,35
1,24,25,26,28,37
1,23,31,32,38,40
1,4,5,16,27,31
4,8,14,16,26,33
6,19,35,36,40,42
2,3,5,17,24,38
9,12,13,20,31,40
1,5,6,7,8,23
2,3,11,28,36,41
16,17,19,31,32,41
17,22,25,26,33,35
5,8,13,15,32,36
13,16,19,20,30,36
2,8,15,26,28,41
4,7,17,18,20,23
2,12,20,21,23,34
16,17,28,37,40,41
3,11,17,28,33,42
8,10,11,19,23,40
8,16,19,22,28,40
10,16,31,33,35,39
12,16,26,34,36,42
1,13,15,16,17,20
8,18,22,27,31,41
5,10,20,24,40,41
3,17,21,22,24,31
1,15,21,25,28,29
5,8,15,21,23,39
3,5,6,22,31,38
5,6,10,13,26,31
7,10,22,25,26,28
1,2,32,36,40,42
5,7,8,9,35,41
5,12,15,18,30,33
12,27,30,31,33,38
8,10,19,21,33,36
3,11,12,13,33,34
10,23,25,29,30,42
2,10,11,12,25,37
4,6,7,20,34,36
7,10,18,24,25,33
6,10,14,17,20,32
1,4,11,13,16,41
14,28,34,35,36,37
1,8,20,27,29,32
2,4,14,25,30,38
3,7,10,11,28,41
14,15,19,21,24,34
18,20,25,26,32,38
1,5,13,14,23,37
1,5,13,18,28,39
5,9,15,24,26,30
4,11,12,19,30,39
18,19,23,27,36,37
21,22,26,27,28,42
9,12,17,18,39,42
8,10,14,15,30,40
7,8,16,19,37,41
18,23,27,30,32,34
5,20,29,33,39,40
8,9,15,16,17,40
2,15,28,31,32,33
7,16,22,23,29,38
5,14,19,26,39,40
5,8,9,10,11,30
8,9,28,30,38,40
16,20,21,24,36,40
4,6,15,22,24,27
1,8,12,21,23,27
3,7,8,18,26,30
1,22,27,33,39,40
1,4,8,13,17,21
17,21,29,33,34,37
7,10,15,19,23,25
1,9,23,37,39,42
2,3,29,30,33,38
1,14,20,27,30,31
2,4,7,9,10,23
2,10,21,30,36,38
2,8,10,16,20,32
5,11,20,21,26,42
1,4,21,24,28,34
1,3,13,14,16,29
2,12,14,30,36,42
3,16,29,31,38,40
14,20,24,30,32,35
8,13,21,29,34,35
8,10,17,27,36,38
2,4,16,17,23,37
20,22,25,30,33,39
4,11,13,15,17,23
1,5,14,19,21,25
3,7,8,9,14,37
4,8,21,25,26,33
1,8,20,24,27,34
14,15,17,29,38,41
1,10,13,19,24,41
4,11,23,29,37,42
9,10,20,22,24,40
2,8,9,18,28,41
10,27,30,35,37,42
6,8,14,28,35,41
11,12,17,20,21,39
12,14,15,18,22,30
4,7,12,15,25,42
11,17,18,30,31,33
10,12,13,15,34,37
5,6,11,21,39,42
